method,target_id,frame,truth_x_m,truth_y_m,truth_z_m,estimate_x_m,estimate_y_m,error_xy_m,visible
baseline,J02-SW-HIGH,13,0.0788,2.0285531914893613,0.22,-0.012571877621382677,1.9465825007864874,0.12275183971885369,1
baseline,J02-SW-HIGH,14,0.0788,2.0285531914893613,0.22,0.03571051660818178,1.8379262845076443,0.19543623319228698,1
baseline,J02-SW-HIGH,15,0.0788,2.0285531914893613,0.22,-0.08299434726941818,1.8740295051247267,0.22372970400921968,1
baseline,J02-SW-HIGH,16,0.0788,2.0285531914893613,0.22,-0.007038965769197155,1.923928628931009,0.13533154523189334,1
baseline,J02-SW-HIGH,17,0.0788,2.0285531914893613,0.22,-0.00744371452349641,1.932546458617206,0.12905530229942402,1
baseline,J02-SW-HIGH,18,0.0788,2.0285531914893613,0.22,-0.08558924728721057,1.8807690571369529,0.22105197350384903,1
baseline,J02-SW-HIGH,19,0.0788,2.0285531914893613,0.22,-0.009083711375471499,1.9582838853046924,0.11252254048323794,1
baseline,J02-SW-HIGH,20,0.0788,2.0285531914893613,0.22,-0.0034667483054706544,1.917837857547238,0.1379336907599864,1
baseline,J02-SW-HIGH,21,0.0788,2.0285531914893613,0.22,-0.024486507633498765,1.880656177471889,0.18039298604549228,0
baseline,J02-SW-HIGH,22,0.0788,2.0285531914893613,0.22,0.007233926970847571,1.9672275440545857,0.094247216627911,1
baseline,J02-SW-HIGH,23,0.0788,2.0285531914893613,0.22,-0.08253768468504952,1.8905739925498544,0.2122925053776522,1
baseline,J02-SW-HIGH,24,0.0788,2.0285531914893613,0.22,-0.028554673216944403,1.8158990656992056,0.23821587494768753,1
baseline,J02-SW-HIGH,25,0.0788,2.0285531914893613,0.22,-0.005957251156787014,1.9946228525911989,0.09129654714937925,1
baseline,J02-SW-HIGH,26,0.0788,2.0285531914893613,0.22,0.0036966031338591665,1.9545224266035897,0.10545650463771997,1
baseline,J02-SW-HIGH,27,0.0788,2.0285531914893613,0.22,0.0389452475858038,1.8692206814383794,0.16424143828261836,1
baseline,J02-SW-HIGH,28,0.0788,2.0285531914893613,0.22,-0.013795693005349583,1.9268131390899106,0.13756816719497256,1
baseline,J02-SW-HIGH,29,0.0788,2.0285531914893613,0.22,-0.031256328941300975,1.8582008591745198,0.20281102698113343,0
baseline,J02-SW-HIGH,30,0.0788,2.0285531914893613,0.22,-0.051863108624826106,1.948513671642302,0.15322915092387257,1
baseline,J02-SW-HIGH,31,0.0788,2.0285531914893613,0.22,-0.002501713168257237,1.8595657009613553,0.18752797263087576,1
baseline,J02-SW-HIGH,32,0.0788,2.0285531914893613,0.22,-0.14358498313415302,1.8670953911969912,0.2748157600990678,1
baseline,J02-SW-HIGH,33,0.0788,2.0285531914893613,0.22,-0.0026660340050128767,1.8128704595508447,0.23055531994072037,0
baseline,J02-SW-HIGH,34,0.0788,2.0285531914893613,0.22,-0.007772478997520874,1.9388481012729495,0.12466674508669413,1
baseline,J02-SW-HIGH,35,0.0788,2.0285531914893613,0.22,-0.061379266423344375,1.9045581537711682,0.18714966233932429,1
baseline,J02-SW-HIGH,36,0.0788,2.0285531914893613,0.22,-0.004103353191947046,1.9132290179090379,0.1420303875318704,1
baseline,J02-SW-HIGH,37,0.0788,2.0285531914893613,0.22,-0.04548619020793657,1.9317592853618382,0.15753132177388454,1
baseline,J02-SW-HIGH,38,0.0788,2.0285531914893613,0.22,-0.01131368007696348,1.927120337110872,0.13568013592409586,1
baseline,J02-SW-HIGH,39,0.0788,2.0285531914893613,0.22,-0.0802632590158339,1.843460395364582,0.2440501250686575,0
baseline,J02-SW-HIGH,40,0.0788,2.0285531914893613,0.22,-0.014269989343490046,1.8933821626751084,0.1641134666841845,1
baseline,J02-SW-HIGH,41,0.0788,2.0285531914893613,0.22,-0.07252835669669311,1.890802989984441,0.20463477112936534,1
baseline,J02-SW-HIGH,42,0.0788,2.0285531914893613,0.22,0.011889234344195213,1.918865925496573,0.12848481187135982,1
baseline,J02-SW-HIGH,43,0.0788,2.0285531914893613,0.22,-0.018970427339071217,1.8940902933967354,0.16625079676660953,1
baseline,J02-SW-HIGH,44,0.0788,2.0285531914893613,0.22,-0.03440579772993024,1.8788874625508376,0.18765762190321375,1
baseline,J02-SW-HIGH,45,0.0788,2.0285531914893613,0.22,0.012763428847656973,1.86666053596512,0.1748429599447719,0
baseline,J02-SW-HIGH,46,0.0788,2.0285531914893613,0.22,-0.002156989905476865,1.9071308646313156,0.1459363411703115,0
baseline,J02-SW-HIGH,47,0.0788,2.0285531914893613,0.22,-0.0636833042801895,1.878006404067267,0.20728199922259122,1
baseline,J02-SW-HIGH,48,0.0788,2.0285531914893613,0.22,0.015664140185057733,1.8999121520254572,0.143299175953408,1
baseline,J02-SW-HIGH,49,0.0788,2.0285531914893613,0.22,-0.022519816207773886,1.8739233324898918,0.18486778640577944,1
baseline,J02-SW-HIGH,50,0.0788,2.0285531914893613,0.22,-0.04936464771446041,1.8588183958393076,0.2126877471274197,1
baseline,J02-SW-HIGH,51,0.0788,2.0285531914893613,0.22,-0.04522944918557373,1.9087156323509604,0.1724654888536444,1
baseline,J02-SW-HIGH,52,0.0788,2.0285531914893613,0.22,-0.05256053434376347,1.911401885161964,0.1760114159857102,1
baseline,J02-SW-HIGH,53,0.0788,2.0285531914893613,0.22,-0.07763532780530033,1.9670256501844945,0.16810011934729216,1
baseline,J02-SW-HIGH,54,0.0788,2.0285531914893613,0.22,-0.07358986467438408,1.8860357167066135,0.20864779288055804,1
baseline,J02-SW-HIGH,55,0.0788,2.0285531914893613,0.22,-0.060300789086824805,1.8789721400182624,0.2042633606004191,1
baseline,J02-SW-HIGH,56,0.0788,2.0285531914893613,0.22,-0.042843493013017556,1.9090580087719466,0.17051755946258546,1
baseline,J02-SW-HIGH,57,0.0788,2.0285531914893613,0.22,-0.045006895684923096,1.947314283872166,0.1480807466552375,1
baseline,J02-SW-HIGH,58,0.0788,2.0285531914893613,0.22,-0.021252555982849995,1.9174572502604175,0.14950860214799105,1
baseline,J02-SW-HIGH,59,0.0788,2.0285531914893613,0.22,-0.09551204823275158,1.8521504215896032,0.24799723262045512,1
baseline,J02-SW-HIGH,60,0.0788,2.0285531914893613,0.22,-0.01801057739591066,1.920865863875521,0.14480624442454199,1
baseline,J03-NW-HIGH,1,3.0338,0.9669787234042552,0.22,2.8909187550097757,0.8725085699513047,0.1712882367921991,1
baseline,J03-NW-HIGH,2,3.0338,0.9669787234042552,0.22,2.870359954094834,0.7922871614433804,0.2392274867690017,1
baseline,J03-NW-HIGH,3,3.0338,0.9669787234042552,0.22,2.9039179533409927,0.8178779883709849,0.19773814814494944,1
baseline,J03-NW-HIGH,4,3.0338,0.9669787234042552,0.22,2.8578550216283753,0.8649636841659628,0.20338068650926944,1
baseline,J03-NW-HIGH,5,3.0338,0.9669787234042552,0.22,2.8689792099861164,0.8695355114856071,0.19147081336282873,1
baseline,J03-NW-HIGH,6,3.0338,0.9669787234042552,0.22,2.9622913659359527,0.7936455045946366,0.18750437191865402,1
baseline,J03-NW-HIGH,7,3.0338,0.9669787234042552,0.22,2.930319427701095,0.8251634762521285,0.17555566971228148,1
baseline,J03-NW-HIGH,8,3.0338,0.9669787234042552,0.22,2.9056193259015632,0.8565894389160116,0.16916287814457398,1
baseline,J03-NW-HIGH,9,3.0338,0.9669787234042552,0.22,2.972592583638379,0.8346657404732833,0.14578433821833003,1
baseline,J03-NW-HIGH,10,3.0338,0.9669787234042552,0.22,2.8683342293340264,0.8711088052948192,0.19123274421603245,1
baseline,J03-NW-HIGH,11,3.0338,0.9669787234042552,0.22,2.9882736342205907,0.8559192101159973,0.12002860272828846,1
baseline,J03-NW-HIGH,12,3.0338,0.9669787234042552,0.22,2.956661502390583,0.8355580786672809,0.15238678970475103,1
baseline,J03-NW-HIGH,13,3.0338,0.9669787234042552,0.22,2.9629636351619393,0.7500272136778621,0.22822302284395424,1
baseline,J03-NW-HIGH,14,3.0338,0.9669787234042552,0.22,2.967622197949635,0.9162523257666394,0.08338266547374698,1
baseline,J03-NW-HIGH,15,3.0338,0.9669787234042552,0.22,2.8908482293524473,0.8697123284047433,0.17290448324861768,1
baseline,J03-NW-HIGH,16,3.0338,0.9669787234042552,0.22,2.923874403866024,0.841097670226199,0.16712174075992212,1
baseline,J03-NW-HIGH,17,3.0338,0.9669787234042552,0.22,2.8827325389587877,0.77359382760321,0.24539579399292732,1
baseline,J03-NW-HIGH,18,3.0338,0.9669787234042552,0.22,3.0004869362416,0.783884964418377,0.18609966361213576,1
baseline,J03-NW-HIGH,19,3.0338,0.9669787234042552,0.22,2.8651188070276,0.8266885681258818,0.2193961543204941,1
baseline,J03-NW-HIGH,20,3.0338,0.9669787234042552,0.22,2.948397285333259,0.7981517689511561,0.1891987426553292,0
baseline,J03-NW-HIGH,21,3.0338,0.9669787234042552,0.22,2.8488230228106404,0.7680165217757998,0.2716660445601454,1
baseline,J03-NW-HIGH,22,3.0338,0.9669787234042552,0.22,2.984494229114872,0.8417358819842361,0.13459876808328056,1
baseline,J03-NW-HIGH,23,3.0338,0.9669787234042552,0.22,2.9095414493661,0.8207052426641696,0.19192737838426724,1
baseline,J03-NW-HIGH,24,3.0338,0.9669787234042552,0.22,2.8620356658894357,0.8146047972746581,0.2296101039514451,1
baseline,J03-NW-HIGH,25,3.0338,0.9669787234042552,0.22,2.8610711440927328,0.8307131164422175,0.220008120995035,0
baseline,J03-NW-HIGH,26,3.0338,0.9669787234042552,0.22,2.938057970214777,0.7898925298685696,0.20131084473607663,1
baseline,J03-NW-HIGH,27,3.0338,0.9669787234042552,0.22,2.908543618829329,0.8204788469292917,0.19274691912233494,1
baseline,J03-NW-HIGH,28,3.0338,0.9669787234042552,0.22,2.925854280279977,0.7955165877021193,0.20261180218687,1
baseline,J03-NW-HIGH,29,3.0338,0.9669787234042552,0.22,2.8621196143244676,0.7755677809583948,0.2571231294802394,1
baseline,J03-NW-HIGH,30,3.0338,0.9669787234042552,0.22,2.9071204044356405,0.8568285013070034,0.16787135360276198,1
baseline,J03-NW-HIGH,31,3.0338,0.9669787234042552,0.22,2.9497799582821136,0.770696694371611,0.21350878748062596,0
baseline,J03-NW-HIGH,32,3.0338,0.9669787234042552,0.22,2.887912203009746,0.856853117997294,0.18278648275219708,1
baseline,J03-NW-HIGH,33,3.0338,0.9669787234042552,0.22,2.8689078862240507,0.7480125717890173,0.2741087097096477,1
baseline,J03-NW-HIGH,34,3.0338,0.9669787234042552,0.22,2.9276343794511677,0.9070354488319939,0.12191937972678549,1
baseline,J03-NW-HIGH,35,3.0338,0.9669787234042552,0.22,2.845953537306609,0.7778960704103902,0.26653056712057954,1
baseline,J03-NW-HIGH,36,3.0338,0.9669787234042552,0.22,2.9194174756517977,0.844782302264976,0.16737779785716844,1
baseline,J03-NW-HIGH,37,3.0338,0.9669787234042552,0.22,2.876878906711578,0.8228609818717741,0.21305903628632283,1
baseline,J03-NW-HIGH,38,3.0338,0.9669787234042552,0.22,2.8697564284388037,0.8447318989991797,0.20458391786178753,1
baseline,J03-NW-HIGH,39,3.0338,0.9669787234042552,0.22,2.914356302179441,0.8208066194862675,0.1887672665290778,1
baseline,J03-NW-HIGH,40,3.0338,0.9669787234042552,0.22,2.9186356817682935,0.8947886674097212,0.13591991899007183,1
baseline,J03-NW-HIGH,41,3.0338,0.9669787234042552,0.22,2.8741814218409605,0.8306845701675397,0.20989089237036138,1
baseline,J03-NW-HIGH,42,3.0338,0.9669787234042552,0.22,3.0129287153520306,0.8567176220275146,0.11221907591701345,1
baseline,J03-NW-HIGH,43,3.0338,0.9669787234042552,0.22,2.9004615546298838,0.825076086191563,0.19471902696356191,1
baseline,J03-NW-HIGH,44,3.0338,0.9669787234042552,0.22,2.9126327381598784,0.843687679404394,0.1728646489957048,1
baseline,J03-NW-HIGH,45,3.0338,0.9669787234042552,0.22,2.933290594066178,0.7725524112216798,0.21886921106013524,1
baseline,J03-NW-HIGH,46,3.0338,0.9669787234042552,0.22,2.904527819786415,0.7600208628197724,0.2440140418805437,1
baseline,J03-NW-HIGH,47,3.0338,0.9669787234042552,0.22,2.905350277934352,0.8770805385646541,0.15678333692136195,1
baseline,J03-NW-HIGH,48,3.0338,0.9669787234042552,0.22,2.9166273713719444,0.851771289716533,0.16432339357656622,1
baseline,J03-NW-HIGH,49,3.0338,0.9669787234042552,0.22,2.9107157685503458,0.8468538464873927,0.17198754049594223,1
baseline,J03-NW-HIGH,50,3.0338,0.9669787234042552,0.22,2.888059759993854,0.8524086856788344,0.18538206790694017,1
baseline,J03-NW-HIGH,51,3.0338,0.9669787234042552,0.22,2.9557693237051845,0.8545842471383959,0.13682581897472076,0
baseline,J03-NW-HIGH,52,3.0338,0.9669787234042552,0.22,2.8728625568298014,0.729906963019401,0.2865377465293789,1
baseline,J03-NW-HIGH,53,3.0338,0.9669787234042552,0.22,2.919903228594783,0.8666101190296998,0.15181018174229385,1
baseline,J03-NW-HIGH,54,3.0338,0.9669787234042552,0.22,2.8761875527597156,0.7749973752871726,0.24839187094171142,1
baseline,J03-NW-HIGH,55,3.0338,0.9669787234042552,0.22,2.947968086524052,0.7971452297381485,0.19029065384768143,1
baseline,J03-NW-HIGH,56,3.0338,0.9669787234042552,0.22,2.9733948133664474,0.7184345552252994,0.25577918231944397,0
baseline,J03-NW-HIGH,57,3.0338,0.9669787234042552,0.22,2.868433793496211,0.8362520422927826,0.21079717125206965,1
baseline,J03-NW-HIGH,58,3.0338,0.9669787234042552,0.22,2.910012186346678,0.8088705846329142,0.20080240624755252,0
baseline,J03-NW-HIGH,59,3.0338,0.9669787234042552,0.22,2.902477179216438,0.8472729415208072,0.17769399954663395,1
baseline,J03-NW-HIGH,60,3.0338,0.9669787234042552,0.22,2.915801346732537,0.8275275224773104,0.18267544885096637,1
baseline,J03-NE-HIGH,1,3.8611999999999997,0.9669787234042552,0.22,3.7833421169377024,0.7886615831293768,0.19457351430950978,1
baseline,J03-NE-HIGH,2,3.8611999999999997,0.9669787234042552,0.22,3.7339713104860444,0.8822185926216255,0.15287713761621438,1
baseline,J03-NE-HIGH,3,3.8611999999999997,0.9669787234042552,0.22,3.7256212502925847,0.8403575487529421,0.1855115070347503,1
baseline,J03-NE-HIGH,4,3.8611999999999997,0.9669787234042552,0.22,3.754267476715102,0.8104840526962553,0.1895393006636895,1
baseline,J03-NE-HIGH,5,3.8611999999999997,0.9669787234042552,0.22,3.755249834624848,0.8293219289294005,0.1737090400874819,1
baseline,J03-NE-HIGH,6,3.8611999999999997,0.9669787234042552,0.22,3.7957637166679348,0.8404441545793017,0.1424531652299491,1
baseline,J03-NE-HIGH,7,3.8611999999999997,0.9669787234042552,0.22,3.6872976871471317,0.7878953800195853,0.24962543599042225,1
baseline,J03-NE-HIGH,8,3.8611999999999997,0.9669787234042552,0.22,3.7202033239013517,0.8503072365892581,0.18300901209090528,1
baseline,J03-NE-HIGH,9,3.8611999999999997,0.9669787234042552,0.22,3.799287980220133,0.8360089180372853,0.14486610407919642,1
baseline,J03-NE-HIGH,10,3.8611999999999997,0.9669787234042552,0.22,3.7874908766761735,0.8465902089688276,0.14116100477517216,1
baseline,J03-NE-HIGH,11,3.8611999999999997,0.9669787234042552,0.22,3.749127482740615,0.8456344892243199,0.16518072615644364,1
baseline,J03-NE-HIGH,12,3.8611999999999997,0.9669787234042552,0.22,3.739230766907916,0.8145130570352935,0.1952492592621099,1
baseline,J03-NE-HIGH,13,3.8611999999999997,0.9669787234042552,0.22,3.730878567920949,0.7734112846690524,0.2333495853813353,1
baseline,J03-NE-HIGH,14,3.8611999999999997,0.9669787234042552,0.22,3.819311193097678,0.8289248618293444,0.14426898779517583,1
baseline,J03-NE-HIGH,15,3.8611999999999997,0.9669787234042552,0.22,3.7175450399249166,0.7980155983275992,0.22177755790395798,1
baseline,J03-NE-HIGH,16,3.8611999999999997,0.9669787234042552,0.22,3.697138588346526,0.8103087670428994,0.22685154180652967,0
baseline,J03-NE-HIGH,17,3.8611999999999997,0.9669787234042552,0.22,3.7324358089712835,0.8433016782040795,0.17853915089057085,1
baseline,J03-NE-HIGH,18,3.8611999999999997,0.9669787234042552,0.22,3.723198192309823,0.8536859282558356,0.1785490306842864,1
baseline,J03-NE-HIGH,19,3.8611999999999997,0.9669787234042552,0.22,3.7514550674504097,0.8694598379766362,0.1468124083153708,0
baseline,J03-NE-HIGH,20,3.8611999999999997,0.9669787234042552,0.22,3.748831090957299,0.8566692620166373,0.15746411969421192,1
baseline,J03-NE-HIGH,21,3.8611999999999997,0.9669787234042552,0.22,3.7616244820903058,0.8160678094918212,0.18080206775606808,0
baseline,J03-NE-HIGH,22,3.8611999999999997,0.9669787234042552,0.22,3.7618487461339645,0.8502003083724223,0.15332276367878447,1
baseline,J03-NE-HIGH,23,3.8611999999999997,0.9669787234042552,0.22,3.7744722941701,0.7652406566468097,0.21959039718883228,1
baseline,J03-NE-HIGH,24,3.8611999999999997,0.9669787234042552,0.22,3.7324718839403017,0.8001606912781646,0.21071113806987157,1
baseline,J03-NE-HIGH,25,3.8611999999999997,0.9669787234042552,0.22,3.7869696315870747,0.8387911848193016,0.14812897300389127,1
baseline,J03-NE-HIGH,26,3.8611999999999997,0.9669787234042552,0.22,3.789503429300708,0.8355135774559325,0.1497447256141341,1
baseline,J03-NE-HIGH,27,3.8611999999999997,0.9669787234042552,0.22,3.7349315275158483,0.7804775333618188,0.2252252673008201,1
baseline,J03-NE-HIGH,28,3.8611999999999997,0.9669787234042552,0.22,3.728903607617429,0.8165966012231072,0.20029258126338284,1
baseline,J03-NE-HIGH,29,3.8611999999999997,0.9669787234042552,0.22,3.738047068670823,0.7928530301986794,0.21327541238804626,1
baseline,J03-NE-HIGH,30,3.8611999999999997,0.9669787234042552,0.22,3.706360180150794,0.8071511569887315,0.22253139283535509,1
baseline,J03-NE-HIGH,31,3.8611999999999997,0.9669787234042552,0.22,3.6929110042788205,0.7796148525037502,0.25184599698955745,1
baseline,J03-NE-HIGH,32,3.8611999999999997,0.9669787234042552,0.22,3.7569717607747957,0.868451430546788,0.14342647346221504,1
baseline,J03-NE-HIGH,33,3.8611999999999997,0.9669787234042552,0.22,3.7901618627186493,0.8247003885521056,0.15902685784704543,1
baseline,J03-NE-HIGH,34,3.8611999999999997,0.9669787234042552,0.22,3.6904538940588414,0.8714186668555428,0.1956679766892436,1
baseline,J03-NE-HIGH,35,3.8611999999999997,0.9669787234042552,0.22,3.8128853053330127,0.8797206081027272,0.09974110690552279,1
baseline,J03-NE-HIGH,36,3.8611999999999997,0.9669787234042552,0.22,3.718958027271105,0.8523627819766891,0.18267345958057193,1
baseline,J03-NE-HIGH,37,3.8611999999999997,0.9669787234042552,0.22,3.8353774543283894,0.7943363692744361,0.17456284342450507,1
baseline,J03-NE-HIGH,38,3.8611999999999997,0.9669787234042552,0.22,3.782187151737118,0.8337531719219229,0.15489376281304792,0
baseline,J03-NE-HIGH,39,3.8611999999999997,0.9669787234042552,0.22,3.7462828552288006,0.8449496128280917,0.16762175870206794,1
baseline,J03-NE-HIGH,40,3.8611999999999997,0.9669787234042552,0.22,3.7453306118448086,0.8064092182370942,0.19801081056620437,0
baseline,J03-NE-HIGH,41,3.8611999999999997,0.9669787234042552,0.22,3.7555941931499097,0.8938746928625816,0.12843981361671492,1
baseline,J03-NE-HIGH,42,3.8611999999999997,0.9669787234042552,0.22,3.754623244604601,0.9010068050267717,0.1253431242829697,0
baseline,J03-NE-HIGH,43,3.8611999999999997,0.9669787234042552,0.22,3.6897166308732605,0.8143699029446958,0.2295560889393168,1
baseline,J03-NE-HIGH,44,3.8611999999999997,0.9669787234042552,0.22,3.646481096420809,0.824895142923892,0.25747223422413834,0
baseline,J03-NE-HIGH,45,3.8611999999999997,0.9669787234042552,0.22,3.8314234039119337,0.8732951599399558,0.09830186029756122,1
baseline,J03-NE-HIGH,46,3.8611999999999997,0.9669787234042552,0.22,3.685481327976829,0.8761766440242359,0.19779299612807819,1
baseline,J03-NE-HIGH,47,3.8611999999999997,0.9669787234042552,0.22,3.7220051183322296,0.8115245006573166,0.2086653551799132,1
baseline,J03-NE-HIGH,48,3.8611999999999997,0.9669787234042552,0.22,3.7278198142058097,0.8190396839287181,0.19918893885815345,1
baseline,J03-NE-HIGH,49,3.8611999999999997,0.9669787234042552,0.22,3.7592454391224477,0.8202868165915419,0.1786427944477029,1
baseline,J03-NE-HIGH,50,3.8611999999999997,0.9669787234042552,0.22,3.750598419722937,0.8086829975293409,0.19310682636833312,1
baseline,J03-NE-HIGH,51,3.8611999999999997,0.9669787234042552,0.22,3.740185150152265,0.8511343942943614,0.16752463242935683,1
baseline,J03-NE-HIGH,52,3.8611999999999997,0.9669787234042552,0.22,3.723550805019544,0.9313929389260817,0.14217471271535803,1
baseline,J03-NE-HIGH,53,3.8611999999999997,0.9669787234042552,0.22,3.719743242821238,0.7155151328890331,0.28852027919426815,1
baseline,J03-NE-HIGH,54,3.8611999999999997,0.9669787234042552,0.22,3.8145889054628777,0.8654993327690632,0.11167211316008316,1
baseline,J03-NE-HIGH,55,3.8611999999999997,0.9669787234042552,0.22,3.6921852750071467,0.8517662671455605,0.20454800742508197,1
baseline,J03-NE-HIGH,56,3.8611999999999997,0.9669787234042552,0.22,3.716835279124592,0.8607845769424859,0.17921598526966867,1
baseline,J03-NE-HIGH,57,3.8611999999999997,0.9669787234042552,0.22,3.793793858340373,0.7965084110668155,0.18331316188932512,1
baseline,J03-NE-HIGH,58,3.8611999999999997,0.9669787234042552,0.22,3.709520849431945,0.8020828519969208,0.22404734572011947,1
baseline,J03-NE-HIGH,59,3.8611999999999997,0.9669787234042552,0.22,3.728819522450337,0.8476000961660137,0.17825781182759928,1
baseline,J03-NE-HIGH,60,3.8611999999999997,0.9669787234042552,0.22,3.6646092053669457,0.8363641550102896,0.23602564693523784,0
proposed,J01-NW-HIGH,1,0.0788,0.9669787234042552,0.22,0.022816247827238203,0.9832206206963217,0.058292192744717086,0
proposed,J01-NW-HIGH,2,0.0788,0.9669787234042552,0.22,0.09208652917681162,0.9406439593826047,0.02949663800575046,1
proposed,J01-NW-HIGH,3,0.0788,0.9669787234042552,0.22,-0.0029250735671978167,0.9087704282350292,0.10033540390147255,1
proposed,J01-NW-HIGH,4,0.0788,0.9669787234042552,0.22,0.0008716986913957295,0.9344664927679963,0.08443852962830357,1
proposed,J01-NW-HIGH,5,0.0788,0.9669787234042552,0.22,0.03987794889751355,0.930736511784173,0.05318292926437375,1
proposed,J01-NW-HIGH,6,0.0788,0.9669787234042552,0.22,0.027315413957359213,0.8981734842784922,0.08593499596285267,1
proposed,J01-NW-HIGH,7,0.0788,0.9669787234042552,0.22,0.048965365540015855,0.90466949554267,0.06908361086442877,1
proposed,J01-NW-HIGH,8,0.0788,0.9669787234042552,0.22,0.03330185663804429,0.9535467496077528,0.04743942421082913,1
proposed,J01-NW-HIGH,9,0.0788,0.9669787234042552,0.22,0.05858819900859502,0.9401351187554183,0.033602023895283654,1
proposed,J01-NW-HIGH,10,0.0788,0.9669787234042552,0.22,0.09210850917797817,0.9443553536648956,0.026247538454188372,1
proposed,J01-NW-HIGH,11,0.0788,0.9669787234042552,0.22,0.00930985205019727,0.9245319947863093,0.08142852959774612,1
proposed,J01-NW-HIGH,12,0.0788,0.9669787234042552,0.22,0.04533690190163738,0.9608945999794195,0.034011696402697605,1
proposed,J01-NW-HIGH,13,0.0788,0.9669787234042552,0.22,-0.011274734212804775,0.9337794820652394,0.09599816336260623,1
proposed,J01-NW-HIGH,14,0.0788,0.9669787234042552,0.22,0.07059699905567332,0.9077982668547154,0.05974626065206579,1
proposed,J01-NW-HIGH,15,0.0788,0.9669787234042552,0.22,0.011273080119900789,0.8674115025984552,0.12030592823084096,1
proposed,J01-NW-HIGH,16,0.0788,0.9669787234042552,0.22,0.030865988142010137,0.9530036378644462,0.049929675631300574,1
proposed,J01-NW-HIGH,17,0.0788,0.9669787234042552,0.22,0.03791269426314314,0.90001950958034,0.07845577152979884,1
proposed,J01-NW-HIGH,18,0.0788,0.9669787234042552,0.22,0.006687021687705512,0.940611242710134,0.07678232660726236,1
proposed,J01-NW-HIGH,19,0.0788,0.9669787234042552,0.22,0.04164321849753797,0.9151098812349933,0.06380441363731436,1
proposed,J01-NW-HIGH,20,0.0788,0.9669787234042552,0.22,0.012058701179825194,0.9260950998758654,0.0782679477245633,1
proposed,J01-NW-HIGH,21,0.0788,0.9669787234042552,0.22,0.03675690483234048,0.9283406848435769,0.05710096212055744,1
proposed,J01-NW-HIGH,22,0.0788,0.9669787234042552,0.22,0.09242090380745915,0.9826226476102156,0.02074274295009917,1
proposed,J01-NW-HIGH,23,0.0788,0.9669787234042552,0.22,0.03405413530794473,0.9882106675709139,0.04952764743187215,1
proposed,J01-NW-HIGH,24,0.0788,0.9669787234042552,0.22,0.04812094270909256,0.8991359348911904,0.07445702458121206,1
proposed,J01-NW-HIGH,25,0.0788,0.9669787234042552,0.22,0.017795284191251363,0.9053308914258782,0.08672964048432567,1
proposed,J01-NW-HIGH,26,0.0788,0.9669787234042552,0.22,-0.03715073738349426,0.9388158431876469,0.11932192305637335,1
proposed,J01-NW-HIGH,27,0.0788,0.9669787234042552,0.22,0.03950114827424825,0.8898525924612851,0.08656119119556283,1
proposed,J01-NW-HIGH,28,0.0788,0.9669787234042552,0.22,0.03507585290957549,0.9054866213892184,0.07545249928937255,1
proposed,J01-NW-HIGH,29,0.0788,0.9669787234042552,0.22,0.05449554543033716,0.9072316664150581,0.0645012971249351,1
proposed,J01-NW-HIGH,30,0.0788,0.9669787234042552,0.22,0.046238656044128953,0.9124798248120938,0.06348520353571556,1
proposed,J01-NW-HIGH,31,0.0788,0.9669787234042552,0.22,0.01467855636030178,0.9101509655593939,0.08567936505433024,0
proposed,J01-NW-HIGH,32,0.0788,0.9669787234042552,0.22,0.012823434887489327,0.948062789685988,0.06863468286864328,1
proposed,J01-NW-HIGH,33,0.0788,0.9669787234042552,0.22,0.06766149485969458,0.9041278292968881,0.06383025291236188,1
proposed,J01-NW-HIGH,34,0.0788,0.9669787234042552,0.22,0.03885739422028552,0.9436183199590729,0.04627224011862151,1
proposed,J01-NW-HIGH,35,0.0788,0.9669787234042552,0.22,0.07330854781394165,0.9160968076683532,0.05117739145430521,1
proposed,J01-NW-HIGH,36,0.0788,0.9669787234042552,0.22,0.07687941063520146,0.9584838481847064,0.008709280596230681,1
proposed,J01-NW-HIGH,37,0.0788,0.9669787234042552,0.22,0.006606214298627594,0.9666005191125154,0.07219477635107663,1
proposed,J01-NW-HIGH,38,0.0788,0.9669787234042552,0.22,0.008461161068280598,0.9488016275881918,0.07264956348505278,1
proposed,J01-NW-HIGH,39,0.0788,0.9669787234042552,0.22,0.023004157730216718,0.9296165391559933,0.06714989818604047,1
proposed,J01-NW-HIGH,40,0.0788,0.9669787234042552,0.22,0.03698708074297997,0.9106293395617465,0.07016817851579484,1
proposed,J01-NW-HIGH,41,0.0788,0.9669787234042552,0.22,0.03839785531809368,0.935573935468867,0.0511721994853103,1
proposed,J01-NW-HIGH,42,0.0788,0.9669787234042552,0.22,-0.011951283652516798,0.9771978336717739,0.09132483615774664,1
proposed,J01-NW-HIGH,43,0.0788,0.9669787234042552,0.22,0.056281505746134844,0.9269884283514538,0.045894512546397835,1
proposed,J01-NW-HIGH,44,0.0788,0.9669787234042552,0.22,0.043172418350979486,0.9276265502673765,0.0530840663923978,1
proposed,J01-NW-HIGH,45,0.0788,0.9669787234042552,0.22,0.041752821033960164,0.9091475944865256,0.06867993113887667,1
proposed,J01-NW-HIGH,46,0.0788,0.9669787234042552,0.22,0.06639961987637849,0.9781756629493191,0.01670750976016846,1
